article_link,headline,posted_at,is_sarcastic
https://thehardtimes.net/culture/wardrobe-department-figures-aerosmith-tee-punk-enough/,Wardrobe Department Figures Aerosmith Tee Punk Enough,"21 November, 2019",1
https://thehardtimes.net/culture/punk-conservationists-open-reservation-for-endangered-medium-tees/,Punk Conservationists Open Reservation for Endangered Medium Tees,"20 November, 2019",1
https://thehardtimes.net/culture/beard-guy-transitions-back-into-no-personality-guy-after-shaving/,“Beard Guy” Transitions Back into “No Personality Guy” After Shaving,"20 November, 2019",1
https://thehardtimes.net/culture/man-at-least-12-years-older-than-coworkers-tired-of-being-mistaken-for-manager/,Man at Least 12 Years Older Than Coworkers Tired of Being Mistaken for Manager,"19 November, 2019",1
https://thehardtimes.net/culture/cool-office-allows-dog-fighting/,Cool Office Allows Dog Fighting,"19 November, 2019",1
https://thehardtimes.net/culture/punk-miraculously-passes-sat-by-answering-acab-repeatedly/,Punk Miraculously Passes SAT by Answering “ACAB” Repeatedly,"19 November, 2019",1
https://thehardtimes.net/culture/report-still-too-soon-to-joke-about-friends-death-apparently/,"Report: Still Too Soon to Joke About Friend’s Death, Apparently","18 November, 2019",1
https://thehardtimes.net/culture/guy-on-street-corner-just-needs-couple-bucks-for-patreon-exclusive-podcast-episode/,Guy on Street Corner Just Needs Couple Bucks for Patreon Exclusive Podcast Episode,"18 November, 2019",1
https://thehardtimes.net/blog/busted-videos-of-stephen-colbert-reveal-reactionary-conservative-past/,Busted! Videos of Stephen Colbert Reveal Reactionary Conservative Past,"18 November, 2019",1
https://thehardtimes.net/culture/guy-who-spent-hours-on-show-flyer-forgot-to-practice-fix-amp-find-a-drummer-bassist-singer/,"Guy Who Spent Hours on Show Flyer Forgot to Practice, Fix Amp, Find a Drummer, Bassist, Singer","18 November, 2019",1
https://thehardtimes.net/culture/hardcore-band-called-out-for-not-wiping-down-equipment-after-set/,Hardcore Band Called Out for Not Wiping Down Equipment After Set,"17 November, 2019",1
https://thehardtimes.net/culture/wheres-a-good-place-to-donate-blood-asks-man-carrying-around-loose-blood/,“Where’s A Good Place To Donate Blood?” Asks Man Carrying Around Loose Blood,"17 November, 2019",1
https://thehardtimes.net/culture/dying-man-confesses-juggalos-are-a-myth-he-invented-to-fuck-with-vice/,Dying Man Confesses Juggalos Are a Myth He Invented to Fuck With Vice,"16 November, 2019",1
https://thehardtimes.net/culture/lame-step-siblings-have-zero-sexual-chemistry/,Lame Step Siblings Have Zero Sexual Chemistry,"16 November, 2019",1
https://thehardtimes.net/culture/band-at-rehearsal-space-realizes-new-songs-been-missing-10-metal-bands-playing-simultaneously-in-all-directions/,Band at Rehearsal Space Realizes New Song’s Been Missing 10 Metal Bands Playing Simultaneously in All Directions,"15 November, 2019",1
https://thehardtimes.net/culture/black-mirror-writer-trying-to-think-of-most-evil-thing-a-fitbit-could-do/,Black Mirror Writer Trying to Think of Most Evil Thing a FitBit Could Do,"15 November, 2019",1
https://thehardtimes.net/culture/smokers-can-hear-band-just-fine/,Smokers Can Hear Band Just Fine,"15 November, 2019",1
https://thehardtimes.net/culture/doctor-informs-man-new-anti-depressants-may-take-up-to-6-weeks-to-destroy-sex-drive/,Doctor Informs Man New Anti-Depressants May Take Up To 6 Weeks To Destroy Sex Drive,"14 November, 2019",1
https://thehardtimes.net/culture/vans-introduces-tiniest-chess-set-for-checkerboard-sneakers/,Vans Introduces Tiniest Chess Set for Checkerboard Sneakers,"13 November, 2019",1
https://thehardtimes.net/culture/comic-refers-date-to-episode-three-of-his-podcast-when-asked-about-childhood/,Comic Refers Date to Episode Three of His Podcast When Asked About Childhood,"13 November, 2019",1
https://thehardtimes.net/culture/punk-on-top-chef-uses-last-10-seconds-to-do-one-more-whip-it/,Punk on “Top Chef” Uses Last 10 Seconds to Do One More Whip-It,"13 November, 2019",1
https://thehardtimes.net/culture/study-posers-only-reason-scene-economically-feasible/,Study: Posers Only Reason Scene Economically Feasible,"12 November, 2019",1
https://thehardtimes.net/culture/couples-age-gap-making-it-difficult-to-overlook-fact-they-grew-up-with-different-nicktoons/,Couple’s Age Gap Making It Difficult to Overlook Fact They Grew up With Different Nicktoons,"12 November, 2019",1
https://thehardtimes.net/culture/fans-relieved-least-important-member-of-band-only-one-called-out-for-abuse/,Fans Relieved Least Important Member of Band Only One Called out for Abuse,"12 November, 2019",1
https://thehardtimes.net/culture/activism/beach-fossils-drummer-found-with-four-pounds-of-plastic-garbage-in-stomach/,Beach Fossils Drummer Found With Four Pounds of Plastic Garbage in Stomach,"11 November, 2019",1
https://thehardtimes.net/culture/man-who-just-asked-question-cant-wait-to-talk-over-your-answer/,Man Who Just Asked Question Can’t Wait to Talk Over Your Answer,"11 November, 2019",1
https://thehardtimes.net/culture/scene-veteran-denied-free-dennys-grand-slam/,Scene Veteran Denied Free Denny’s Grand Slam,"11 November, 2019",1
https://thehardtimes.net/culture/guitarist-cant-decide-which-nearly-identical-photo-of-him-on-stage-should-be-profile-pic/,Guitarist Can’t Decide Which Nearly Identical Photo of Him on Stage Should Be Profile Pic,"10 November, 2019",1
https://thehardtimes.net/culture/bar-dress-code-prohibits-jeans-jerseys-and-sickle-cells/,"Bar Dress Code Prohibits Jeans, Jerseys, and Sickle Cells","10 November, 2019",1
https://thehardtimes.net/culture/lifehack-just-made-problem-worse/,Lifehack Just Made Problem Worse,"9 November, 2019",1
https://thehardtimes.net/culture/mom-running-out-of-polite-euphemisms-for-free-spirit-daughter/,Mom Running Out of Polite Euphemisms for “Free Spirit” Daughter,"9 November, 2019",1
https://thehardtimes.net/culture/partner-suspecting-punk-husband-of-infidelity-after-finding-second-pair-of-jeans-in-closet/,Partner Suspecting Punk Husband of Infidelity After Finding Second Pair of Jeans in Closet,"8 November, 2019",1
https://thehardtimes.net/culture/report-fewer-and-fewer-americans-identifying-as-christ-reborn/,Report: Fewer and Fewer Americans Identifying As Christ Reborn,"8 November, 2019",1
https://thehardtimes.net/blog/we-look-back-on-my-tribal-tattoo-because-it-was-twenty-years-ago-okay/,"We Look Back on My Tribal Tattoo Because It was Twenty Years Ago, Okay?","8 November, 2019",1
https://thehardtimes.net/culture/vans-painstakingly-designed-to-get-utterly-ravaged-by-dog-shit/,Vans Painstakingly Designed to Get Utterly Ravaged by Dog Shit,"8 November, 2019",1
https://thehardtimes.net/culture/vice-writer-desperately-trying-to-find-something-problematic-about-spongebob-meme/,Vice Writer Desperately Trying to Find Something Problematic About Spongebob Meme,"7 November, 2019",1
https://thehardtimes.net/culture/underage-frontman-saving-himself-until-dating-minors-would-be-creepy/,Underage Frontman Saving Himself Until Dating Minors Would Be Creepy,"7 November, 2019",1
https://thehardtimes.net/culture/shirtless-coked-out-hans-zimmer-wants-to-know-if-sydney-opera-house-ready-to-fucking-party-tonight/,"Shirtless, Coked Out Hans Zimmer Wants to Know if Sydney Opera House Ready to Fucking Party Tonight","6 November, 2019",1
https://thehardtimes.net/culture/polyamorous-man-asks-for-a-plus-three-wedding-invite/,Polyamorous Man Asks for a Plus-Three Wedding Invite,"6 November, 2019",1
https://thehardtimes.net/culture/bands-long-forgotten-myspace-inbox-full-of-big-break-messages-that-will-never-be-read/,Band’s Long-Forgotten Myspace Inbox Full of Big Break Messages That Will Never Be Read,"6 November, 2019",1
https://thehardtimes.net/culture/police-confirm-text-sent-before-teens-fatal-car-crash-was-actually-worth-it/,Police Confirm Text Sent Before Teen’s Fatal Car Crash Was Actually Worth It,"5 November, 2019",1
https://thehardtimes.net/culture/punk-hoping-dads-trump-support-is-just-a-phase/,Punk Hoping Dad’s Trump Support is Just a Phase,"5 November, 2019",1
https://thehardtimes.net/culture/perfectly-soundproof-practice-space-also-slowly-suffocating-band-members-to-death/,Perfectly Soundproof Practice Space Also Slowly Suffocating Band Members to Death,"4 November, 2019",1
https://thehardtimes.net/culture/truck-driver-just-gonna-get-some-quick-shut-eye-before-barrelling-into-minivan-ahead/,Truck Driver Just Gonna Get Some Quick Shut-Eye Before Barrelling Into Minivan Ahead,"4 November, 2019",1
https://thehardtimes.net/blog/how-going-broke-helped-me-get-sober/,How Going Broke Helped Me Get Sober,"4 November, 2019",1
https://thehardtimes.net/culture/custodian-interrupted-by-encore/,Custodian Interrupted by Encore,"4 November, 2019",1
https://thehardtimes.net/culture/woman-calls-guitar-center-in-search-of-missing-father/,Woman Calls Guitar Center in Search of Missing Father,"3 November, 2019",1
https://thehardtimes.net/culture/rising-cost-of-rent-forces-couple-to-become-poly/,Rising Cost of Rent Forces Couple to Become Poly,"3 November, 2019",1
https://thehardtimes.net/culture/is-this-guy-bothering-you-because-now-its-my-turn/,Is This Guy Bothering You? Because Now It’s My Turn,"3 November, 2019",1
https://thehardtimes.net/culture/gg-allins-journals-reveal-he-also-smeared-shit-on-his-journals/,GG Allin’s Journals Reveal He Also Smeared Shit on His Journals,"2 November, 2019",1
https://thehardtimes.net/culture/vegan-wonders-what-the-fuck-they-ever-did-to-everybody/,Vegan Wonders What the Fuck They Ever Did to Everybody,"2 November, 2019",1
https://thehardtimes.net/culture/beto-orourke-uses-leftover-campaign-funds-to-open-zumiez-franchise/,Beto O’Rourke Uses Leftover Campaign Funds to Open Zumiez Franchise,"2 November, 2019",1
https://thehardtimes.net/culture/deeply-personal-meaning-behind-tattoo-changed-once-again/,Deeply Personal Meaning Behind Tattoo Changed Once Again,"1 November, 2019",1
https://thehardtimes.net/culture/sentient-pair-of-boat-shoes-thinks-vampire-weekends-sound-has-really-evolved/,Sentient Pair of Boat Shoes Thinks Vampire Weekend’s Sound Has Really Evolved,"25 October, 2019",1
https://thehardtimes.net/culture/manly-scientists-discover-theoretical-third-emotion/,Manly Scientists Discover Theoretical Third Emotion,"25 October, 2019",1
https://thehardtimes.net/culture/fancy-punk-has-400-thread-count-soiled-bed-sheets-as-curtains/,Fancy Punk Has 400-Thread Count Soiled Bed Sheets as Curtains,"25 October, 2019",1
https://thehardtimes.net/culture/high-school-gym-teacher-might-be-henry-rollins/,High School Gym Teacher Might Be Henry Rollins,"24 October, 2019",1
https://thehardtimes.net/culture/children-of-recently-divorced-goth-couple-excited-for-first-year-with-two-halloweens/,Children of Recently Divorced Goth Couple Excited for First Year With Two Halloweens,"24 October, 2019",1
https://thehardtimes.net/culture/paper-skeleton-to-headline-local-librarys-bulletin-board/,Paper Skeleton to Headline Local Library’s Bulletin Board,"23 October, 2019",1
https://thehardtimes.net/culture/dude-crowd-surfing-has-been-dead-for-hours/,Dude Crowd Surfing Has Been Dead for Hours,"22 October, 2019",1
https://thehardtimes.net/culture/opening-gladiator-asks-to-borrow-headliners-trident-big-net/,"Opening Gladiator Asks to Borrow Headliner’s Trident, Big Net","22 October, 2019",1
https://thehardtimes.net/culture/aging-punks-half-built-mini-ramp-monument-to-time-he-thought-he-could-save-relationship-with-skateboarding/,Aging Punk’s Half-Built Mini Ramp Monument to Time He Thought He Could Save Relationship With Skateboarding,"21 October, 2019",1
https://thehardtimes.net/culture/man-tricked-into-skincare-by-wolf-on-package/,Man Tricked into Skincare by Wolf on Package,"21 October, 2019",1
https://thehardtimes.net/culture/guy-tacks-on-music-to-end-of-instagram-username-after-buying-guitar-from-target/,Guy Tacks on “Music” to End of Instagram Username After Buying Guitar From Target,"20 October, 2019",1
https://thehardtimes.net/culture/goth-girl-will-have-you-know-pagans-invented-fall/,Goth Girl Will Have You Know Pagans Invented Fall,"20 October, 2019",1
https://thehardtimes.net/blog/top-10-blink-182-songs-that-ok-now-that-the-boomers-are-gone-how-do-we-get-rid-of-them-permanently-before-they-destroy-the-planet/,"Top 10 Blink 182 Songs That – Ok Now That the Boomers Are Gone, How Do We Get Rid of Them Permanently Before They Destroy the Planet?","20 October, 2019",1
https://thehardtimes.net/culture/stretch-of-highway-adopted-by-hardcore-crew-in-absolute-disarray/,Stretch of Highway Adopted by Hardcore Crew in Absolute Disarray,"20 October, 2019",1
https://thehardtimes.net/culture/poser-outed-after-spelling-descendents-with-an-a/,Poser Outed After Spelling Descendents with an “A”,"19 October, 2019",1
https://thehardtimes.net/culture/fancy-punk-has-400-thread-count-soiled-bed-sheets-as-curtains/,Fancy Punk Has 400-Thread Count Soiled Bed Sheets as Curtains,"25 October, 2019",1
https://thehardtimes.net/culture/high-school-gym-teacher-might-be-henry-rollins/,High School Gym Teacher Might Be Henry Rollins,"24 October, 2019",1
https://thehardtimes.net/culture/children-of-recently-divorced-goth-couple-excited-for-first-year-with-two-halloweens/,Children of Recently Divorced Goth Couple Excited for First Year With Two Halloweens,"24 October, 2019",1
https://thehardtimes.net/culture/paper-skeleton-to-headline-local-librarys-bulletin-board/,Paper Skeleton to Headline Local Library’s Bulletin Board,"23 October, 2019",1
https://thehardtimes.net/culture/dude-crowd-surfing-has-been-dead-for-hours/,Dude Crowd Surfing Has Been Dead for Hours,"22 October, 2019",1
https://thehardtimes.net/culture/opening-gladiator-asks-to-borrow-headliners-trident-big-net/,"Opening Gladiator Asks to Borrow Headliner’s Trident, Big Net","22 October, 2019",1
https://thehardtimes.net/culture/aging-punks-half-built-mini-ramp-monument-to-time-he-thought-he-could-save-relationship-with-skateboarding/,Aging Punk’s Half-Built Mini Ramp Monument to Time He Thought He Could Save Relationship With Skateboarding,"21 October, 2019",1
https://thehardtimes.net/culture/man-tricked-into-skincare-by-wolf-on-package/,Man Tricked into Skincare by Wolf on Package,"21 October, 2019",1
https://thehardtimes.net/culture/guy-tacks-on-music-to-end-of-instagram-username-after-buying-guitar-from-target/,Guy Tacks on “Music” to End of Instagram Username After Buying Guitar From Target,"20 October, 2019",1
https://thehardtimes.net/culture/goth-girl-will-have-you-know-pagans-invented-fall/,Goth Girl Will Have You Know Pagans Invented Fall,"20 October, 2019",1
https://thehardtimes.net/blog/top-10-blink-182-songs-that-ok-now-that-the-boomers-are-gone-how-do-we-get-rid-of-them-permanently-before-they-destroy-the-planet/,"Top 10 Blink 182 Songs That – Ok Now That the Boomers Are Gone, How Do We Get Rid of Them Permanently Before They Destroy the Planet?","20 October, 2019",1
https://thehardtimes.net/culture/stretch-of-highway-adopted-by-hardcore-crew-in-absolute-disarray/,Stretch of Highway Adopted by Hardcore Crew in Absolute Disarray,"20 October, 2019",1
https://thehardtimes.net/culture/poser-outed-after-spelling-descendents-with-an-a/,Poser Outed After Spelling Descendents with an “A”,"19 October, 2019",1
https://thehardtimes.net/culture/p-c-police-plant-coexist-sticker-on-mans-car/,P.C. Police Plant “Coexist” Sticker on Man’s Car,"19 October, 2019",1
https://thehardtimes.net/culture/guitarist-in-skate-punk-band-insists-he-nailed-that-song-yesterday/,Guitarist in Skate Punk Band Insists He Nailed That Song Yesterday,"19 October, 2019",1
https://thehardtimes.net/culture/meet-the-two-party-dudes-that-put-sunglasses-on-joe-biden-to-make-it-look-like-he-is-still-alive/,Meet the Two Party Dudes That Put Sunglasses on Joe Biden to Make It Look Like He Is Still Alive,"18 October, 2019",1
https://thehardtimes.net/culture/punk-mortified-after-being-named-employee-of-the-month/,Punk Mortified After Being Named Employee of the Month,"18 October, 2019",1
https://thehardtimes.net/culture/straight-edge-kids-leave-empty-seat-for-ian-mackaye-at-edge-day-seder/,Straight Edge Kids Leave Empty Seat for Ian MacKaye at Edge Day Seder,"17 October, 2019",1
https://thehardtimes.net/culture/straightedgevegan/straight-edge-ouija-board-just-says-no/,Straight Edge Ouija Board Just Says No,"17 October, 2019",1
https://thehardtimes.net/culture/inconsiderate-straight-edge-roommate-drinks-all-the-mixer/,Inconsiderate Straight Edge Roommate Drinks All The Mixer,"17 October, 2019",1
https://thehardtimes.net/culture/woman-visiting-friends-in-heroin-ravaged-hometown-only-has-two-graveyards-left-to-see/,Woman Visiting Friends in Heroin-Ravaged Hometown Only Has Two Graveyards Left to See,"16 October, 2019",1
https://thehardtimes.net/culture/beto-writes-311-lyrics-on-hand-before-debate-so-he-wont-forget-them/,Beto Writes 311 Lyrics On Hand Before Debate So He Won’t Forget Them,"15 October, 2019",1
https://thehardtimes.net/culture/new-factory-farm-to-table-restaurant-horrifying-patrons/,New Factory-Farm-to-Table Restaurant Horrifying Patrons,"15 October, 2019",1
https://thehardtimes.net/culture/makeout-point-mostly-for-butt-stuff-now/,Makeout Point Mostly for Butt Stuff Now,"14 October, 2019",1
https://thehardtimes.net/culture/effort-punk-puts-into-ditching-work-more-strenuous-than-actual-job-responsibilities/,Effort Punk Puts Into Ditching Work More Strenuous Than Actual Job Responsibilities,"14 October, 2019",1
https://thehardtimes.net/culture/punk-becomes-first-member-of-family-to-drop-out-of-college/,Punk Becomes First Member of Family to Drop out of College,"13 October, 2019",1
https://thehardtimes.net/culture/guy-reading-print-newspaper-must-be-steampunk-or-something/,Guy Reading Print Newspaper Must Be Steampunk or Something,"13 October, 2019",1
https://thehardtimes.net/blog/5-signs-youre-being-hunted-for-sport-by-old-rich-men/,5 Signs You’re Being Hunted For Sport by Old Rich Men,"13 October, 2019",1
https://thehardtimes.net/culture/goth-earns-523-after-tourists-mistake-apartment-for-haunted-house/,Goth Earns $523 After Tourists Mistake Apartment for Haunted House,"13 October, 2019",1
https://thehardtimes.net/culture/study-average-punk-fucks-five-people-named-spider-over-lifetime/,Study: Average Punk Fucks Five People Named Spider Over Lifetime,"12 October, 2019",1
https://thehardtimes.net/culture/goth-earns-523-after-tourists-mistake-apartment-for-haunted-house/,Goth Earns $523 After Tourists Mistake Apartment for Haunted House,"13 October, 2019",1
https://thehardtimes.net/culture/study-average-punk-fucks-five-people-named-spider-over-lifetime/,Study: Average Punk Fucks Five People Named Spider Over Lifetime,"12 October, 2019",1
https://thehardtimes.net/culture/report-girlfriend-just-thinks-its-kinda-funny-you-liked-that-picture/,Report: Girlfriend Just Thinks It’s Kinda Funny You Liked That Picture,"12 October, 2019",1
https://thehardtimes.net/culture/guy-alone-at-show-stoked-to-see-long-line-at-bathroom/,Guy Alone at Show Stoked to See Long Line at Bathroom,"11 October, 2019",1
https://thehardtimes.net/culture/san-francisco-couple-loves-how-orange-leaves-look-on-homeless-person/,San Francisco Couple Loves How Orange Leaves Look on Homeless Person,"11 October, 2019",1
https://thehardtimes.net/culture/attempt-to-sneak-keg-into-show-not-going-well/,Attempt to Sneak Keg Into Show Not Going Well,"11 October, 2019",1
https://thehardtimes.net/culture/activism/punk-working-12-years-at-wells-fargo-still-claims-to-be-taking-down-banking-industry-from-inside/,Punk Working 12 Years at Wells Fargo Still Claims to be Taking Down Banking Industry From Inside,"10 October, 2019",1
https://thehardtimes.net/culture/man-cheers-up-depressed-girlfriend-with-breakfast-lunch-dinner-in-bed/,"Man Cheers Up Depressed Girlfriend With Breakfast, Lunch, Dinner in Bed","10 October, 2019",1
https://thehardtimes.net/culture/hipster-outside-of-trader-joes-asking-shoppers-if-theyve-heard-of-wegmans/,Hipster Outside of Trader Joe’s Asking Shoppers if They’ve Heard of Wegmans,"9 October, 2019",1
https://thehardtimes.net/culture/proactive-intern-already-facing-sexual-harassment-allegations/,Proactive Intern Already Facing Sexual Harassment Allegations,"9 October, 2019",1
https://thehardtimes.net/blog/we-spoke-with-real-americans-about-the-election-but-turns-out-theyre-all-pretty-fucking-stupid/,We Spoke with Real Americans About the Election But Turns Out They’re All Pretty Fucking Stupid,"9 October, 2019",1
https://thehardtimes.net/culture/suicidal-procrastinator-takes-up-smoking/,Suicidal Procrastinator Takes Up Smoking,"9 October, 2019",1
https://thehardtimes.net/culture/yang-campaign-rocked-as-punkface-photos-surface/,Yang Campaign Rocked As Punkface Photos Surface,"8 October, 2019",1
https://thehardtimes.net/culture/viewer-convinced-10-seconds-into-documentary/,Viewer Convinced 10 Seconds into Documentary,"8 October, 2019",1
https://thehardtimes.net/blog/opinion-i-prefer-the-british-version-of-the-office-gifs/,Opinion: I Prefer the British Version of the Office GIFs,"8 October, 2019",1
https://thehardtimes.net/culture/man-buys-booze-for-teens-in-exchange-for-hot-topic-exclusive-funko-pop/,Man Buys Booze for Teens in Exchange for Hot-Topic-Exclusive Funko Pop,"6 October, 2019",1
https://thehardtimes.net/culture/man-just-doing-everything-on-acid-until-vice-decides-to-pay-him-for-it/,Man Just Doing Everything on Acid Until Vice Decides to Pay Him for It,"6 October, 2019",1
https://thehardtimes.net/culture/gender-neutral-bathroom-full-of-racist-graffiti/,Gender Neutral Bathroom Full of Racist Graffiti,"6 October, 2019",1
https://thehardtimes.net/culture/model-train-enthusiast-sick-of-finding-crust-punk-figurines-hiding-in-freight-cars/,Model Train Enthusiast Sick of Finding Crust Punk Figurines Hiding in Freight Cars,"5 October, 2019",1
https://thehardtimes.net/culture/punk-has-read-about-hard-times-book-but-hasnt-read-it/,Punk Has Read About Hard Times Book But Hasn’t Read It,"5 October, 2019",1
https://thehardtimes.net/culture/worst-political-facebook-rant-in-history-leaves-10-unfriended-37-unfollowed/,"Worst Political Facebook Rant in History Leaves 10 Unfriended, 37 Unfollowed","4 October, 2019",1
https://thehardtimes.net/culture/report-finds-marijuana-still-leading-cause-of-drum-circles/,Report Finds Marijuana Still Leading Cause of Drum Circles,"4 October, 2019",1
https://thehardtimes.net/culture/woman-wearing-nasa-t-shirt-has-never-even-been-to-space/,Woman Wearing NASA T-Shirt Has Never Even Been to Space,"3 October, 2019",1
https://thehardtimes.net/culture/tinder-date-abruptly-ends-after-woman-spots-crosley-turntable-in-mans-apartment/,Tinder Date Abruptly Ends After Woman Spots Crosley Turntable in Man’s Apartment,"3 October, 2019",1
https://thehardtimes.net/culture/scientists-predict-climate-change-to-turn-quarter-life-crisis-into-midlife-crisis/,Scientists Predict Climate Change to Turn Quarter-life Crisis Into Midlife Crisis,"2 October, 2019",1
https://thehardtimes.net/blog/posting-about-being-a-single-dad-is-a-full-time-job/,Posting About Being a Single Dad Is a Full Time-Job,"2 October, 2019",1
https://thehardtimes.net/culture/congress-has-rare-moment-of-bipartisanship-to-make-fun-of-interns-band/,Congress Has Rare Moment of Bipartisanship to Make Fun of Intern’s Band,"1 October, 2019",1
https://thehardtimes.net/culture/shes-going-to-break-some-hearts-when-she-gets-older-says-local-creep-about-child/,"“She’s Going to Break Some Hearts When She Gets Older,” Says Local Creep About Child","1 October, 2019",1
https://thehardtimes.net/blog/i-cut-toxic-people-out-of-my-life-by-ignoring-my-sister-who-has-blood-poisoning/,I Cut Toxic People Out of My Life by Ignoring My Sister Who has Blood Poisoning,"1 October, 2019",1
https://thehardtimes.net/culture/pitchfork-meteorologist-ranks-hurricane-lorenzo-a-category-3-7/,Pitchfork Meteorologist Ranks Hurricane Lorenzo a Category 3.7,"30 September, 2019",1
https://thehardtimes.net/culture/shes-going-to-break-some-hearts-when-she-gets-older-says-local-creep-about-child/,"“She’s Going to Break Some Hearts When She Gets Older,” Says Local Creep About Child","1 October, 2019",1
https://thehardtimes.net/blog/i-cut-toxic-people-out-of-my-life-by-ignoring-my-sister-who-has-blood-poisoning/,I Cut Toxic People Out of My Life by Ignoring My Sister Who has Blood Poisoning,"1 October, 2019",1
https://thehardtimes.net/culture/pitchfork-meteorologist-ranks-hurricane-lorenzo-a-category-3-7/,Pitchfork Meteorologist Ranks Hurricane Lorenzo a Category 3.7,"30 September, 2019",1
https://thehardtimes.net/culture/lonely-marilyn-manson-wishes-hed-get-blamed-for-a-shooting-or-two-nowadays/,Lonely Marilyn Manson Wishes He’d Get Blamed for a Shooting or Two Nowadays,"30 September, 2019",1
https://thehardtimes.net/culture/airline-pilot-has-no-idea-how-his-demo-just-starting-playing/,Airline Pilot Has No Idea How His Demo Just Starting Playing,"29 September, 2019",1
https://thehardtimes.net/culture/homeless-man-declared-national-landmark/,Homeless Man Declared National Landmark,"29 September, 2019",1
https://thehardtimes.net/culture/documentarian-absolutely-forced-to-make-own-life-part-of-story/,Documentarian Absolutely Forced to Make Own Life Part of Story,"28 September, 2019",1
https://thehardtimes.net/music/venue-security-keeping-eye-on-guy-next-to-pit-holding-large-bag-of-marbles/,Venue Security Keeping Eye on Guy Next to Pit Holding Large Bag of Marbles,"28 September, 2019",1
https://thehardtimes.net/culture/bumfuck-iowa-centennial-celebration-to-honor-founder-arthur-bumfuck/,"Bumfuck, Iowa Centennial Celebration to Honor Founder Arthur Bumfuck","27 September, 2019",1
https://thehardtimes.net/culture/heres-how-long-you-should-pretend-to-be-interested-at-a-farmers-market-when-you-just-want-free-samples/,Here’s How Long You Should Pretend to Be Interested at a Farmer’s Market When You Just Want Free Samples,"27 September, 2019",1
https://thehardtimes.net/culture/grand-gesture-to-win-back-girlfriend-at-airport-results-in-multiple-federal-charges/,Grand Gesture to Win Back Girlfriend at Airport Results in Multiple Federal Charges,"26 September, 2019",1
https://thehardtimes.net/culture/middle-aged-punk-remembers-exactly-which-class-he-was-skipping-when-9-11-happened/,Middle-Aged Punk Remembers Exactly Which Class He Was Skipping When 9/11 Happened,"26 September, 2019",1
https://thehardtimes.net/culture/oregano-pawned-off-as-cbd-oil-to-middle-school-kids/,Oregano Pawned Off as CBD Oil to Middle School Kids,"25 September, 2019",1
https://thehardtimes.net/blog/i-dont-want-to-be-rich-i-just-want-to-be-comfortable-enough-to-be-invited-to-one-of-those-eyes-wide-shut-sex-parties/,"I Don’t Want to Be Rich, I Just Want to Be Comfortable Enough to Be Invited to One of Those ‘Eyes Wide Shut’ Sex Parties","25 September, 2019",1
https://thehardtimes.net/culture/crust-punk-dead-after-being-forced-to-ride-in-overhead-compartment/,Crust Punk Dead After Being Forced to Ride in Overhead Compartment,"25 September, 2019",1
https://thehardtimes.net/culture/they-cant-impeach-a-dead-man-cackles-trump-before-tossing-life-like-mannequin-off-bridge/,“They Can’t Impeach a Dead Man!” Cackles Trump Before Tossing Life-like Mannequin Off Bridge,"24 September, 2019",1
https://thehardtimes.net/culture/vegan-punk-wearing-fruit-leather-jacket/,Vegan Punk Wearing Fruit Leather Jacket,"24 September, 2019",1
https://thehardtimes.net/culture/gift-card-to-wrong-movie-theater-makes-third-move-to-new-wallet/,Gift Card to Wrong Movie Theater Makes Third Move to New Wallet,"24 September, 2019",1
https://thehardtimes.net/culture/punk-ice-cream-truck-rips-through-turkey-in-the-straw-in-like-12-seconds/,Punk Ice Cream Truck Rips Through “Turkey in the Straw” in Like 12 Seconds,"23 September, 2019",1
https://thehardtimes.net/culture/party-bike-rigged-to-explode-if-riders-stop-being-annoying-as-hell/,Party Bike Rigged to Explode if Riders Stop Being Annoying as Hell,"23 September, 2019",1
https://thehardtimes.net/culture/striking-gm-workers-give-subpar-folk-singer-a-firm-thanks-but-no-thanks/,"Striking GM Workers Give Subpar Folk Singer a Firm “Thanks, but No Thanks”","23 September, 2019",1
https://thehardtimes.net/culture/jeans-accidentally-cut-off-vertically/,Jeans Accidentally Cut-Off Vertically,"22 September, 2019",1
https://thehardtimes.net/culture/ex-hoping-youll-still-want-to-remain-friends-send-nudes-see-where-things-go/,"Ex Hoping You’ll Still Want to Remain Friends, Send Nudes, See Where Things Go","22 September, 2019",1
https://thehardtimes.net/culture/punk-putting-on-hockey-jersey-signals-unofficial-end-of-summer/,Punk Putting on Hockey Jersey Signals Unofficial End of Summer,"22 September, 2019",1
https://thehardtimes.net/culture/slimy-clump-of-strawberries-on-bottom-of-yogurt-local-mans-only-source-of-fruit/,Slimy Clump of Strawberries on Bottom of Yogurt Local Man’s Only Source of Fruit,"21 September, 2019",1
https://thehardtimes.net/music/priest-tells-dave-grohl-he-doesnt-need-to-begin-every-confessional-that-way/,Priest Tells Dave Grohl He Doesn’t Need to Begin Every Confessional That Way,"21 September, 2019",1
https://thehardtimes.net/culture/facebook-unveils-new-plan-for-connecting-users-with-their-dearest-and-closest-ads/,Facebook Unveils New Plan for Connecting Users With Their Dearest and Closest Ads,"20 September, 2019",1
https://thehardtimes.net/culture/pack-of-hard-times-books-loitering-ominously-outside-barnes-noble-entrance/,Pack of Hard Times Books Loitering Ominously Outside Barnes & Noble Entrance,"20 September, 2019",1
