date,province,max_temp,min_temp,wx,precip
09/07/2020,Đắk Lắk,34,26,Mostly Cloudy,0.05
10/07/2020,Đắk Lắk,35,27,Mostly Cloudy,0.05
11/07/2020,Đắk Lắk,35,27,Mostly Cloudy,0.05
12/07/2020,Đắk Lắk,35,27,Mostly Cloudy,0.05
13/07/2020,Đắk Lắk,33,27,Mostly Cloudy,0.05
14/07/2020,Đắk Lắk,33,27,Mostly Cloudy,0.05
15/07/2020,Đắk Lắk,33,26,Mostly Cloudy,0.2
16/07/2020,Đắk Lắk,35,27,Mostly Cloudy,0.2
17/07/2020,Đắk Lắk,33,27,Mostly Cloudy,0.2
18/07/2020,Đắk Lắk,33,27,Mostly Cloudy,0.2
19/07/2020,Đắk Lắk,34,26,Mostly Cloudy,0.2
20/07/2020,Đắk Lắk,33,26,Mostly Cloudy,0.2
21/07/2020,Đắk Lắk,31,26,Mostly Cloudy,0.2
22/07/2020,Đắk Lắk,33,25,Mostly Cloudy,0.2
23/07/2020,Đắk Lắk,32,24,Mostly Cloudy,0.55
24/07/2020,Đắk Lắk,32,24,Mostly Cloudy,0.2
25/07/2020,Đắk Lắk,33,26,Mostly Cloudy,0.2
26/07/2020,Đắk Lắk,33,27,Mostly Cloudy,0.27
27/07/2020,Đắk Lắk,34,25,Mostly Cloudy,0.27
28/07/2020,Đắk Lắk,34,27,Mostly Cloudy,0.27
29/07/2020,Đắk Lắk,33,26,Mostly Cloudy,0.35
30/07/2020,Đắk Lắk,35,26,Mostly Cloudy,2.03
31/07/2020,Đắk Lắk,32,27,Mostly Cloudy,2.81
01/06/2020,Đắk Lắk,34,27,Fair,0.0
02/06/2020,Đắk Lắk,35,27,Fair,0.0
03/06/2020,Đắk Lắk,34,27,Fair,0.0
04/06/2020,Đắk Lắk,34,28,Fair,0.02
05/06/2020,Đắk Lắk,34,27,Fair,0.02
06/06/2020,Đắk Lắk,35,27,Fair,0.02
07/06/2020,Đắk Lắk,35,27,Fair,0.02
08/06/2020,Đắk Lắk,35,27,Fair,0.02
09/06/2020,Đắk Lắk,35,27,Fair,0.02
10/06/2020,Đắk Lắk,34,27,Fair,0.05
11/06/2020,Đắk Lắk,33,27,Fair,0.07
12/06/2020,Đắk Lắk,34,27,Fair,0.07
13/06/2020,Đắk Lắk,35,28,Fair,0.07
14/06/2020,Đắk Lắk,34,27,Fair,0.33
15/06/2020,Đắk Lắk,33,24,Fair,0.45
16/06/2020,Đắk Lắk,32,25,Fair,0.48
17/06/2020,Đắk Lắk,33,27,Fair,0.48
18/06/2020,Đắk Lắk,33,26,Fair,0.48
19/06/2020,Đắk Lắk,34,27,Fair,0.48
20/06/2020,Đắk Lắk,33,27,Fair,0.48
21/06/2020,Đắk Lắk,34,27,Fair,0.48
22/06/2020,Đắk Lắk,35,26,Fair,0.48
23/06/2020,Đắk Lắk,35,27,Fair,0.48
24/06/2020,Đắk Lắk,35,28,Fair,0.48
25/06/2020,Đắk Lắk,35,27,Fair,0.48
26/06/2020,Đắk Lắk,34,27,Fair,0.55
27/06/2020,Đắk Lắk,32,27,Fair,0.55
28/06/2020,Đắk Lắk,33,25,Fair,0.55
29/06/2020,Đắk Lắk,32,25,Fair,0.76
30/06/2020,Đắk Lắk,32,26,Fair,0.76
01/05/2020,Đắk Lắk,32,26,Mostly Cloudy,0.05
02/05/2020,Đắk Lắk,32,26,Mostly Cloudy,0.05
03/05/2020,Đắk Lắk,32,26,Mostly Cloudy,0.17
04/05/2020,Đắk Lắk,32,26,Mostly Cloudy,0.17
05/05/2020,Đắk Lắk,33,26,Mostly Cloudy,0.17
06/05/2020,Đắk Lắk,34,26,Mostly Cloudy,0.17
07/05/2020,Đắk Lắk,34,27,Mostly Cloudy,0.17
08/05/2020,Đắk Lắk,34,28,Mostly Cloudy,0.17
09/05/2020,Đắk Lắk,35,27,Mostly Cloudy,0.17
10/05/2020,Đắk Lắk,34,27,Mostly Cloudy,0.17
11/05/2020,Đắk Lắk,33,26,Mostly Cloudy,0.17
12/05/2020,Đắk Lắk,33,27,Mostly Cloudy,0.17
13/05/2020,Đắk Lắk,33,27,Mostly Cloudy,0.2
14/05/2020,Đắk Lắk,33,27,Mostly Cloudy,0.4
15/05/2020,Đắk Lắk,33,26,Mostly Cloudy,0.4
16/05/2020,Đắk Lắk,34,27,Mostly Cloudy,0.4
17/05/2020,Đắk Lắk,35,27,Mostly Cloudy,0.4
18/05/2020,Đắk Lắk,35,28,Mostly Cloudy,0.4
19/05/2020,Đắk Lắk,35,27,Mostly Cloudy,0.43
20/05/2020,Đắk Lắk,35,28,Mostly Cloudy,0.43
21/05/2020,Đắk Lắk,35,27,Mostly Cloudy,0.43
22/05/2020,Đắk Lắk,36,27,Mostly Cloudy,0.43
23/05/2020,Đắk Lắk,36,27,Mostly Cloudy,1.9
24/05/2020,Đắk Lắk,35,27,Mostly Cloudy,1.93
25/05/2020,Đắk Lắk,36,27,Mostly Cloudy,1.93
26/05/2020,Đắk Lắk,35,27,Mostly Cloudy,1.95
27/05/2020,Đắk Lắk,34,27,Mostly Cloudy,2.03
28/05/2020,Đắk Lắk,33,27,Mostly Cloudy,2.26
29/05/2020,Đắk Lắk,34,27,Mostly Cloudy,2.26
30/05/2020,Đắk Lắk,34,27,Mostly Cloudy,2.26
31/05/2020,Đắk Lắk,34,27,Mostly Cloudy,2.26
01/04/2020,Đắk Lắk,32,26,Mostly Cloudy,0.0
02/04/2020,Đắk Lắk,32,26,Mostly Cloudy,0.0
03/04/2020,Đắk Lắk,32,26,Mostly Cloudy,0.0
04/04/2020,Đắk Lắk,32,26,Mostly Cloudy,0.07
05/04/2020,Đắk Lắk,31,26,Mostly Cloudy,0.12
06/04/2020,Đắk Lắk,31,26,Mostly Cloudy,0.12
07/04/2020,Đắk Lắk,31,26,Mostly Cloudy,0.12
08/04/2020,Đắk Lắk,31,26,Mostly Cloudy,0.12
09/04/2020,Đắk Lắk,31,26,Mostly Cloudy,0.2
10/04/2020,Đắk Lắk,30,26,Mostly Cloudy,0.3
11/04/2020,Đắk Lắk,31,25,Mostly Cloudy,0.33
12/04/2020,Đắk Lắk,31,26,Mostly Cloudy,0.38
13/04/2020,Đắk Lắk,30,25,Mostly Cloudy,0.63
14/04/2020,Đắk Lắk,28,23,Mostly Cloudy,1.04
15/04/2020,Đắk Lắk,30,24,Mostly Cloudy,1.04
16/04/2020,Đắk Lắk,30,24,Mostly Cloudy,1.09
17/04/2020,Đắk Lắk,31,25,Mostly Cloudy,1.11
18/04/2020,Đắk Lắk,31,26,Mostly Cloudy,1.11
19/04/2020,Đắk Lắk,32,26,Mostly Cloudy,1.14
20/04/2020,Đắk Lắk,32,26,Mostly Cloudy,1.14
21/04/2020,Đắk Lắk,32,25,Mostly Cloudy,1.14
22/04/2020,Đắk Lắk,32,25,Mostly Cloudy,1.14
23/04/2020,Đắk Lắk,32,27,Mostly Cloudy,2.18
24/04/2020,Đắk Lắk,31,27,Mostly Cloudy,2.41
25/04/2020,Đắk Lắk,31,26,Mostly Cloudy,3.98
26/04/2020,Đắk Lắk,31,26,Mostly Cloudy,4.29
27/04/2020,Đắk Lắk,31,26,Mostly Cloudy,4.62
28/04/2020,Đắk Lắk,31,26,Mostly Cloudy,5.38
29/04/2020,Đắk Lắk,31,26,Mostly Cloudy,5.43
30/04/2020,Đắk Lắk,31,26,Mostly Cloudy,5.89
01/03/2020,Đắk Lắk,30,24,Fair,0.0
02/03/2020,Đắk Lắk,30,24,Fair,0.0
03/03/2020,Đắk Lắk,30,24,Fair,0.0
04/03/2020,Đắk Lắk,30,24,Fair,0.0
05/03/2020,Đắk Lắk,30,25,Fair,0.0
06/03/2020,Đắk Lắk,30,23,Fair,0.0
07/03/2020,Đắk Lắk,30,23,Fair,0.0
08/03/2020,Đắk Lắk,31,24,Fair,0.0
09/03/2020,Đắk Lắk,32,25,Fair,0.0
10/03/2020,Đắk Lắk,32,25,Fair,0.0
11/03/2020,Đắk Lắk,30,25,Fair,0.0
12/03/2020,Đắk Lắk,31,24,Fair,0.0
13/03/2020,Đắk Lắk,31,23,Fair,0.0
14/03/2020,Đắk Lắk,31,23,Fair,0.0
15/03/2020,Đắk Lắk,31,25,Fair,0.0
16/03/2020,Đắk Lắk,31,24,Fair,0.0
17/03/2020,Đắk Lắk,31,25,Fair,0.0
18/03/2020,Đắk Lắk,30,23,Fair,0.0
19/03/2020,Đắk Lắk,31,25,Fair,0.0
20/03/2020,Đắk Lắk,31,23,Fair,0.0
21/03/2020,Đắk Lắk,31,25,Fair,0.0
22/03/2020,Đắk Lắk,31,24,Fair,0.0
23/03/2020,Đắk Lắk,31,25,Fair,0.0
24/03/2020,Đắk Lắk,31,23,Fair,0.0
25/03/2020,Đắk Lắk,31,26,Fair,0.0
26/03/2020,Đắk Lắk,31,26,Fair,0.0
27/03/2020,Đắk Lắk,31,25,Fair,0.0
28/03/2020,Đắk Lắk,31,25,Fair,0.0
29/03/2020,Đắk Lắk,32,25,Fair,0.0
30/03/2020,Đắk Lắk,32,25,Fair,0.0
31/03/2020,Đắk Lắk,32,25,Fair,0.0
01/02/2020,Đắk Lắk,26,21,Mostly Cloudy,0.0
02/02/2020,Đắk Lắk,27,21,Mostly Cloudy,0.0
03/02/2020,Đắk Lắk,27,20,Mostly Cloudy,0.0
04/02/2020,Đắk Lắk,27,22,Mostly Cloudy,0.0
05/02/2020,Đắk Lắk,27,21,Mostly Cloudy,0.0
06/02/2020,Đắk Lắk,28,20,Mostly Cloudy,0.0
07/02/2020,Đắk Lắk,27,20,Mostly Cloudy,0.0
08/02/2020,Đắk Lắk,26,23,Mostly Cloudy,0.0
09/02/2020,Đắk Lắk,26,23,Mostly Cloudy,0.0
10/02/2020,Đắk Lắk,25,23,Mostly Cloudy,0.0
11/02/2020,Đắk Lắk,27,23,Mostly Cloudy,0.0
12/02/2020,Đắk Lắk,28,23,Mostly Cloudy,0.0
13/02/2020,Đắk Lắk,28,23,Mostly Cloudy,0.0
14/02/2020,Đắk Lắk,28,23,Mostly Cloudy,0.0
15/02/2020,Đắk Lắk,30,23,Mostly Cloudy,0.0
16/02/2020,Đắk Lắk,30,23,Mostly Cloudy,0.0
17/02/2020,Đắk Lắk,27,23,Mostly Cloudy,0.22
18/02/2020,Đắk Lắk,27,23,Mostly Cloudy,0.22
19/02/2020,Đắk Lắk,28,22,Mostly Cloudy,0.22
20/02/2020,Đắk Lắk,28,22,Mostly Cloudy,0.22
21/02/2020,Đắk Lắk,28,23,Mostly Cloudy,0.22
22/02/2020,Đắk Lắk,28,23,Mostly Cloudy,0.22
23/02/2020,Đắk Lắk,28,23,Mostly Cloudy,0.22
24/02/2020,Đắk Lắk,28,21,Mostly Cloudy,0.22
25/02/2020,Đắk Lắk,28,23,Mostly Cloudy,0.22
26/02/2020,Đắk Lắk,26,26,Mostly Cloudy,0.22
27/02/2020,Đắk Lắk,30,23,Mostly Cloudy,0.22
28/02/2020,Đắk Lắk,30,22,Mostly Cloudy,0.22
29/02/2020,Đắk Lắk,30,23,Mostly Cloudy,0.22
01/01/2020,Đắk Lắk,27,23,Partly Cloudy,0.0
02/01/2020,Đắk Lắk,27,24,Partly Cloudy,0.0
03/01/2020,Đắk Lắk,27,23,Partly Cloudy,0.0
04/01/2020,Đắk Lắk,27,23,Partly Cloudy,0.0
05/01/2020,Đắk Lắk,28,22,Partly Cloudy,0.0
06/01/2020,Đắk Lắk,27,22,Partly Cloudy,0.0
07/01/2020,Đắk Lắk,27,23,Partly Cloudy,0.0
08/01/2020,Đắk Lắk,28,24,Partly Cloudy,0.0
09/01/2020,Đắk Lắk,28,23,Partly Cloudy,0.0
10/01/2020,Đắk Lắk,28,22,Partly Cloudy,0.0
11/01/2020,Đắk Lắk,28,22,Partly Cloudy,0.0
12/01/2020,Đắk Lắk,28,23,Partly Cloudy,0.0
13/01/2020,Đắk Lắk,27,22,Partly Cloudy,0.0
14/01/2020,Đắk Lắk,27,21,Partly Cloudy,0.0
15/01/2020,Đắk Lắk,27,21,Partly Cloudy,0.0
16/01/2020,Đắk Lắk,28,22,Partly Cloudy,0.0
17/01/2020,Đắk Lắk,28,22,Partly Cloudy,0.0
18/01/2020,Đắk Lắk,27,23,Partly Cloudy,0.0
19/01/2020,Đắk Lắk,27,21,Partly Cloudy,0.0
20/01/2020,Đắk Lắk,27,21,Partly Cloudy,0.0
21/01/2020,Đắk Lắk,28,22,Partly Cloudy,0.0
22/01/2020,Đắk Lắk,28,22,Partly Cloudy,0.0
23/01/2020,Đắk Lắk,28,22,Partly Cloudy,0.0
24/01/2020,Đắk Lắk,28,21,Partly Cloudy,0.0
25/01/2020,Đắk Lắk,28,22,Partly Cloudy,0.0
26/01/2020,Đắk Lắk,28,22,Partly Cloudy,0.0
27/01/2020,Đắk Lắk,28,23,Partly Cloudy,0.0
28/01/2020,Đắk Lắk,27,23,Partly Cloudy,0.0
29/01/2020,Đắk Lắk,28,23,Partly Cloudy,0.0
30/01/2020,Đắk Lắk,27,23,Partly Cloudy,0.0
31/01/2020,Đắk Lắk,26,22,Partly Cloudy,0.0
01/06/2021,Đắk Nông,35,27,Thunder,0.0
02/06/2021,Đắk Nông,33,26,Thunder,0.0
03/06/2021,Đắk Nông,33,26,Thunder,0.0
04/06/2021,Đắk Nông,36,27,Thunder,0.0
05/06/2021,Đắk Nông,33,27,Thunder,0.0
06/06/2021,Đắk Nông,34,25,Thunder,0.38
07/06/2021,Đắk Nông,32,25,Thunder,0.63
08/06/2021,Đắk Nông,31,24,Thunder,0.66
09/06/2021,Đắk Nông,32,24,Thunder,0.66
10/06/2021,Đắk Nông,31,25,Thunder,0.68
11/06/2021,Đắk Nông,31,25,Thunder,0.71
12/06/2021,Đắk Nông,31,25,Thunder,0.81
13/06/2021,Đắk Nông,31,25,Thunder,0.96
14/06/2021,Đắk Nông,32,26,Thunder,0.96
15/06/2021,Đắk Nông,32,25,Thunder,0.96
16/06/2021,Đắk Nông,33,25,Thunder,0.96
17/06/2021,Đắk Nông,33,26,Thunder,0.96
18/06/2021,Đắk Nông,32,25,Thunder,0.96
19/06/2021,Đắk Nông,32,23,Thunder,0.96
20/06/2021,Đắk Nông,32,25,Thunder,0.96
21/06/2021,Đắk Nông,32,26,Thunder,0.96
22/06/2021,Đắk Nông,32,26,Thunder,0.99
23/06/2021,Đắk Nông,31,25,Thunder,1.01
24/06/2021,Đắk Nông,33,25,Thunder,1.01
25/06/2021,Đắk Nông,32,26,Thunder,1.01
26/06/2021,Đắk Nông,32,26,Thunder,1.01
27/06/2021,Đắk Nông,33,26,Thunder,1.01
28/06/2021,Đắk Nông,33,26,Thunder,1.01
29/06/2021,Đắk Nông,33,25,Thunder,1.01
30/06/2021,Đắk Nông,32,25,Thunder,1.01
01/05/2021,Đắk Nông,31,26,Partly Cloudy,0.0
02/05/2021,Đắk Nông,32,26,Partly Cloudy,0.0
03/05/2021,Đắk Nông,32,26,Partly Cloudy,0.0
04/05/2021,Đắk Nông,32,26,Partly Cloudy,0.0
05/05/2021,Đắk Nông,32,26,Partly Cloudy,0.0
06/05/2021,Đắk Nông,32,26,Partly Cloudy,0.0
07/05/2021,Đắk Nông,33,26,Partly Cloudy,0.0
08/05/2021,Đắk Nông,32,26,Partly Cloudy,0.0
09/05/2021,Đắk Nông,32,26,Partly Cloudy,0.0
10/05/2021,Đắk Nông,33,26,Partly Cloudy,2.05
11/05/2021,Đắk Nông,33,26,Partly Cloudy,7.49
12/05/2021,Đắk Nông,32,27,Partly Cloudy,12.16
13/05/2021,Đắk Nông,33,27,Partly Cloudy,12.29
14/05/2021,Đắk Nông,32,26,Partly Cloudy,13.1
15/05/2021,Đắk Nông,32,26,Partly Cloudy,13.38
16/05/2021,Đắk Nông,33,26,Partly Cloudy,14.35
17/05/2021,Đắk Nông,32,26,Partly Cloudy,14.37
18/05/2021,Đắk Nông,33,26,Partly Cloudy,15.54
19/05/2021,Đắk Nông,32,26,Partly Cloudy,16.2
20/05/2021,Đắk Nông,32,26,Partly Cloudy,17.09
21/05/2021,Đắk Nông,31,26,Partly Cloudy,17.09
22/05/2021,Đắk Nông,32,26,Partly Cloudy,17.09
23/05/2021,Đắk Nông,35,24,Partly Cloudy,17.09
24/05/2021,Đắk Nông,31,25,Partly Cloudy,17.37
25/05/2021,Đắk Nông,32,24,Partly Cloudy,17.52
26/05/2021,Đắk Nông,29,25,Partly Cloudy,17.75
27/05/2021,Đắk Nông,31,25,Partly Cloudy,17.75
28/05/2021,Đắk Nông,31,25,Partly Cloudy,17.75
29/05/2021,Đắk Nông,31,26,Partly Cloudy,17.75
30/05/2021,Đắk Nông,33,26,Partly Cloudy,17.75
31/05/2021,Đắk Nông,35,27,Partly Cloudy,17.75
01/04/2021,Đắk Nông,30,25,Mostly Cloudy,0.33
02/04/2021,Đắk Nông,31,26,Mostly Cloudy,0.38
03/04/2021,Đắk Nông,32,26,Mostly Cloudy,0.55
04/04/2021,Đắk Nông,31,26,Mostly Cloudy,0.55
05/04/2021,Đắk Nông,32,25,Mostly Cloudy,0.55
06/04/2021,Đắk Nông,32,25,Mostly Cloudy,0.55
07/04/2021,Đắk Nông,32,25,Mostly Cloudy,0.55
08/04/2021,Đắk Nông,31,25,Mostly Cloudy,0.55
09/04/2021,Đắk Nông,32,25,Mostly Cloudy,0.55
10/04/2021,Đắk Nông,31,25,Mostly Cloudy,0.55
11/04/2021,Đắk Nông,31,25,Mostly Cloudy,0.55
12/04/2021,Đắk Nông,31,26,Mostly Cloudy,0.55
13/04/2021,Đắk Nông,31,26,Mostly Cloudy,1.27
14/04/2021,Đắk Nông,31,26,Mostly Cloudy,1.49
15/04/2021,Đắk Nông,31,25,Mostly Cloudy,1.85
16/04/2021,Đắk Nông,31,25,Mostly Cloudy,3.37
17/04/2021,Đắk Nông,31,25,Mostly Cloudy,3.86
18/04/2021,Đắk Nông,32,25,Mostly Cloudy,3.86
19/04/2021,Đắk Nông,31,25,Mostly Cloudy,3.86
20/04/2021,Đắk Nông,32,25,Mostly Cloudy,3.86
21/04/2021,Đắk Nông,31,26,Mostly Cloudy,3.88
22/04/2021,Đắk Nông,31,25,Mostly Cloudy,3.91
23/04/2021,Đắk Nông,34,25,Mostly Cloudy,3.93
24/04/2021,Đắk Nông,31,25,Mostly Cloudy,3.93
25/04/2021,Đắk Nông,33,26,Mostly Cloudy,3.93
26/04/2021,Đắk Nông,33,26,Mostly Cloudy,4.39
27/04/2021,Đắk Nông,31,25,Mostly Cloudy,5.08
28/04/2021,Đắk Nông,31,26,Mostly Cloudy,5.08
29/04/2021,Đắk Nông,31,25,Mostly Cloudy,5.08
30/04/2021,Đắk Nông,31,25,Mostly Cloudy,5.08
01/03/2021,Đắk Nông,30,24,Mostly Cloudy,0.0
02/03/2021,Đắk Nông,30,24,Mostly Cloudy,0.0
03/03/2021,Đắk Nông,32,23,Mostly Cloudy,0.0
04/03/2021,Đắk Nông,31,23,Mostly Cloudy,0.0
05/03/2021,Đắk Nông,31,22,Mostly Cloudy,0.0
06/03/2021,Đắk Nông,31,22,Mostly Cloudy,0.0
07/03/2021,Đắk Nông,30,22,Mostly Cloudy,0.0
08/03/2021,Đắk Nông,31,23,Mostly Cloudy,0.0
09/03/2021,Đắk Nông,31,23,Mostly Cloudy,0.0
10/03/2021,Đắk Nông,31,23,Mostly Cloudy,0.0
11/03/2021,Đắk Nông,31,23,Mostly Cloudy,0.0
12/03/2021,Đắk Nông,32,23,Mostly Cloudy,0.0
13/03/2021,Đắk Nông,31,22,Mostly Cloudy,0.0
14/03/2021,Đắk Nông,31,22,Mostly Cloudy,0.0
15/03/2021,Đắk Nông,30,23,Mostly Cloudy,0.0
16/03/2021,Đắk Nông,30,23,Mostly Cloudy,0.0
17/03/2021,Đắk Nông,30,22,Mostly Cloudy,0.0
18/03/2021,Đắk Nông,31,23,Mostly Cloudy,0.0
19/03/2021,Đắk Nông,31,23,Mostly Cloudy,0.0
20/03/2021,Đắk Nông,32,25,Mostly Cloudy,0.07
21/03/2021,Đắk Nông,30,25,Mostly Cloudy,0.07
22/03/2021,Đắk Nông,33,24,Mostly Cloudy,0.07
23/03/2021,Đắk Nông,32,26,Mostly Cloudy,0.07
24/03/2021,Đắk Nông,32,26,Mostly Cloudy,0.07
25/03/2021,Đắk Nông,32,25,Mostly Cloudy,0.07
26/03/2021,Đắk Nông,31,25,Mostly Cloudy,0.07
27/03/2021,Đắk Nông,31,25,Mostly Cloudy,0.07
28/03/2021,Đắk Nông,31,24,Mostly Cloudy,0.07
29/03/2021,Đắk Nông,31,24,Mostly Cloudy,0.1
30/03/2021,Đắk Nông,30,25,Mostly Cloudy,0.2
31/03/2021,Đắk Nông,31,25,Mostly Cloudy,0.2
01/02/2021,Đắk Nông,30,22,Mostly Cloudy,0.0
02/02/2021,Đắk Nông,29,22,Mostly Cloudy,0.0
03/02/2021,Đắk Nông,30,21,Mostly Cloudy,0.0
04/02/2021,Đắk Nông,30,21,Mostly Cloudy,0.0
05/02/2021,Đắk Nông,30,22,Mostly Cloudy,0.0
06/02/2021,Đắk Nông,31,22,Mostly Cloudy,0.0
07/02/2021,Đắk Nông,30,23,Mostly Cloudy,0.0
08/02/2021,Đắk Nông,30,23,Mostly Cloudy,0.0
09/02/2021,Đắk Nông,30,23,Mostly Cloudy,0.0
10/02/2021,Đắk Nông,29,23,Mostly Cloudy,0.0
11/02/2021,Đắk Nông,27,22,Mostly Cloudy,0.0
12/02/2021,Đắk Nông,27,22,Mostly Cloudy,0.0
13/02/2021,Đắk Nông,27,21,Mostly Cloudy,0.0
14/02/2021,Đắk Nông,27,21,Mostly Cloudy,0.0
15/02/2021,Đắk Nông,27,20,Mostly Cloudy,0.0
16/02/2021,Đắk Nông,27,20,Mostly Cloudy,0.0
17/02/2021,Đắk Nông,29,20,Mostly Cloudy,0.0
18/02/2021,Đắk Nông,30,20,Mostly Cloudy,0.0
19/02/2021,Đắk Nông,30,21,Mostly Cloudy,0.0
20/02/2021,Đắk Nông,30,20,Mostly Cloudy,0.0
21/02/2021,Đắk Nông,28,20,Mostly Cloudy,0.0
22/02/2021,Đắk Nông,27,20,Mostly Cloudy,0.0
23/02/2021,Đắk Nông,28,20,Mostly Cloudy,0.0
24/02/2021,Đắk Nông,28,21,Mostly Cloudy,0.0
25/02/2021,Đắk Nông,29,21,Mostly Cloudy,0.02
26/02/2021,Đắk Nông,28,22,Mostly Cloudy,0.1
27/02/2021,Đắk Nông,28,22,Mostly Cloudy,0.1
28/02/2021,Đắk Nông,30,23,Mostly Cloudy,0.1
01/01/2021,Đắk Nông,28,22,Cloudy,0.0
02/01/2021,Đắk Nông,29,23,Cloudy,0.0
03/01/2021,Đắk Nông,30,23,Cloudy,0.0
04/01/2021,Đắk Nông,30,23,Cloudy,0.0
05/01/2021,Đắk Nông,30,24,Cloudy,0.0
06/01/2021,Đắk Nông,30,23,Cloudy,0.0
07/01/2021,Đắk Nông,30,22,Cloudy,0.0
08/01/2021,Đắk Nông,30,22,Cloudy,0.0
09/01/2021,Đắk Nông,30,23,Cloudy,0.0
10/01/2021,Đắk Nông,30,21,Cloudy,0.0
11/01/2021,Đắk Nông,30,21,Cloudy,0.0
12/01/2021,Đắk Nông,28,21,Cloudy,0.0
13/01/2021,Đắk Nông,27,19,Cloudy,0.0
14/01/2021,Đắk Nông,27,20,Cloudy,0.0
15/01/2021,Đắk Nông,27,20,Cloudy,0.0
16/01/2021,Đắk Nông,28,20,Cloudy,0.0
17/01/2021,Đắk Nông,28,21,Cloudy,0.0
18/01/2021,Đắk Nông,29,20,Cloudy,0.0
19/01/2021,Đắk Nông,28,20,Cloudy,0.0
20/01/2021,Đắk Nông,28,21,Cloudy,0.0
21/01/2021,Đắk Nông,28,23,Cloudy,0.0
22/01/2021,Đắk Nông,28,23,Cloudy,0.02
23/01/2021,Đắk Nông,28,23,Cloudy,0.02
24/01/2021,Đắk Nông,28,22,Cloudy,0.02
25/01/2021,Đắk Nông,28,22,Cloudy,0.02
26/01/2021,Đắk Nông,30,22,Cloudy,0.02
27/01/2021,Đắk Nông,30,22,Cloudy,0.02
28/01/2021,Đắk Nông,30,22,Cloudy,0.02
29/01/2021,Đắk Nông,30,21,Cloudy,0.02
30/01/2021,Đắk Nông,30,20,Cloudy,0.02
31/01/2021,Đắk Nông,30,22,Cloudy,0.02
01/12/2020,Đắk Nông,29,24,Cloudy,0.0
02/12/2020,Đắk Nông,31,25,Cloudy,0.0
03/12/2020,Đắk Nông,31,22,Cloudy,0.0
04/12/2020,Đắk Nông,30,21,Cloudy,0.0
05/12/2020,Đắk Nông,30,22,Cloudy,0.0
06/12/2020,Đắk Nông,30,23,Cloudy,0.0
07/12/2020,Đắk Nông,30,24,Cloudy,0.02
08/12/2020,Đắk Nông,29,24,Cloudy,0.02
09/12/2020,Đắk Nông,28,23,Cloudy,0.12
10/12/2020,Đắk Nông,29,24,Cloudy,0.12
11/12/2020,Đắk Nông,29,25,Cloudy,0.12
12/12/2020,Đắk Nông,31,25,Cloudy,0.12
13/12/2020,Đắk Nông,30,24,Cloudy,0.12
14/12/2020,Đắk Nông,30,24,Cloudy,0.12
15/12/2020,Đắk Nông,31,25,Cloudy,0.12
16/12/2020,Đắk Nông,30,24,Cloudy,0.12
17/12/2020,Đắk Nông,31,23,Cloudy,0.12
18/12/2020,Đắk Nông,31,24,Cloudy,0.12
19/12/2020,Đắk Nông,30,25,Cloudy,0.12
20/12/2020,Đắk Nông,28,23,Cloudy,0.12
21/12/2020,Đắk Nông,30,22,Cloudy,0.12
22/12/2020,Đắk Nông,27,22,Cloudy,0.17
23/12/2020,Đắk Nông,31,23,Cloudy,0.2
24/12/2020,Đắk Nông,29,25,Cloudy,0.2
25/12/2020,Đắk Nông,29,23,Cloudy,0.25
26/12/2020,Đắk Nông,30,24,Cloudy,0.25
27/12/2020,Đắk Nông,30,23,Cloudy,0.25
28/12/2020,Đắk Nông,29,23,Cloudy,0.25
29/12/2020,Đắk Nông,29,23,Cloudy,0.25
30/12/2020,Đắk Nông,28,23,Cloudy,0.25
31/12/2020,Đắk Nông,28,22,Cloudy,0.25
01/11/2020,Đắk Nông,31,24,Partly Cloudy,0.0
02/11/2020,Đắk Nông,31,24,Partly Cloudy,0.0
03/11/2020,Đắk Nông,30,24,Partly Cloudy,0.0
04/11/2020,Đắk Nông,31,25,Partly Cloudy,0.0
05/11/2020,Đắk Nông,31,24,Partly Cloudy,0.0
06/11/2020,Đắk Nông,29,25,Partly Cloudy,0.73
07/11/2020,Đắk Nông,30,25,Partly Cloudy,0.73
08/11/2020,Đắk Nông,31,25,Partly Cloudy,0.73
09/11/2020,Đắk Nông,30,23,Partly Cloudy,1.49
10/11/2020,Đắk Nông,28,23,Partly Cloudy,1.52
11/11/2020,Đắk Nông,28,23,Partly Cloudy,1.52
12/11/2020,Đắk Nông,30,23,Partly Cloudy,1.52
13/11/2020,Đắk Nông,30,24,Partly Cloudy,1.52
14/11/2020,Đắk Nông,31,23,Partly Cloudy,1.52
15/11/2020,Đắk Nông,31,25,Partly Cloudy,1.6
16/11/2020,Đắk Nông,32,25,Partly Cloudy,1.6
17/11/2020,Đắk Nông,31,24,Partly Cloudy,1.6
18/11/2020,Đắk Nông,31,24,Partly Cloudy,1.6
19/11/2020,Đắk Nông,31,25,Partly Cloudy,1.6
20/11/2020,Đắk Nông,31,25,Partly Cloudy,1.6
21/11/2020,Đắk Nông,31,25,Partly Cloudy,1.6
22/11/2020,Đắk Nông,32,24,Partly Cloudy,1.6
23/11/2020,Đắk Nông,31,24,Partly Cloudy,1.6
24/11/2020,Đắk Nông,31,23,Partly Cloudy,1.6
25/11/2020,Đắk Nông,32,25,Partly Cloudy,1.6
26/11/2020,Đắk Nông,32,25,Partly Cloudy,1.6
