,article_link,headline,posted_at,is_sarcastic
4286,https://babylonbee.com/news/local-woman-has-more-hobby-lobby-decorations-than-hobby-lobby,Local Woman Has More Hobby Lobby Decorations Than Hobby Lobby,"January 24th, 2019",1
4287,https://babylonbee.com/news/amazon-updates-echo-microphone-to-better-understand-your-thoughts,New Update Helps Alexa Better Understand Your Thoughts,"January 24th, 2019",1
4288,https://babylonbee.com/news/nation-agrees-to-just-sit-back-and-watch-the-left-eat-itself-alive,Nation Agrees To Just Sit Back And Watch The Left Eat Itself Alive,"January 24th, 2019",1
4289,https://babylonbee.com/news/new-york-to-be-sucked-out-of-nation-with-vacuum,New York To Be Sucked Out Of Nation With Vacuum,"January 24th, 2019",1
4290,https://babylonbee.com/news/ultrasound-unable-to-detect-heartbeat-in-new-york-state-legislators,Ultrasound Unable To Detect Heartbeat In New York State Legislators,"January 24th, 2019",1
4291,https://babylonbee.com/news/youth-pastor-takes-sabbatical-to-give-himself-a-break-from-eating-pizza-playing-video-games-all-day,"Youth Pastor Takes Sabbatical To Give Himself A Break From Eating Pizza, Playing Video Games All Day","January 23rd, 2019",1
4292,https://babylonbee.com/news/local-mother-immediately-regrets-asking-for-parenting-advice-on-facebook,Local Mother Immediately Regrets Asking For Parenting Advice On Facebook,"January 23rd, 2019",1
4293,https://babylonbee.com/news/progressives-announce-plan-to-resume-lecturing-you-on-morality-after-theyre-finished-applauding-murder-of-the-unborn,Progressives Announce Plan To Resume Lecturing You On Morality After They're Finished Applauding Murder Of The Unborn,"January 23rd, 2019",1
4294,https://babylonbee.com/news/snopes-introduces-new-factually-inaccurate-but-morally-right-fact-check-result,Snopes Introduces New 'Factually Inaccurate But Morally Right' Fact Check Result,"January 23rd, 2019",1
4295,https://babylonbee.com/news/demon-lord-clearly-visible-in-new-york-senate-chamber-applauding-legalization-of-abortion-until-moment-of-birth,Demon Lord Clearly Visible In New York Senate Chamber Applauding Legalization Of Abortion Until Moment Of Birth,"January 23rd,",1
4296,https://babylonbee.com/news/confirmed-jesus-to-validate-all-your-political-opinions-at-second-coming,Confirmed: Jesus To Validate All Your Political Opinions At Second Coming,"January 23rd, 2019",1
4297,https://babylonbee.com/news/church-bassist-dies-during-worship-set-no-one-notices-for-three-weeks,"Church Bassist Dies During Worship Set, No One Notices For Three Weeks","January 22nd, 2019",1
4298,https://babylonbee.com/news/should-you-be-outraged-a-handy-flowchart,Should You Be Outraged? A Handy Flowchart,"January 22nd, 2019",1
4299,https://babylonbee.com/news/politifact-rates-fox-news-claim-that-ginsburg-died-as-mostly-false,PolitiFact Rates Fox News Claim That Ginsburg Died As 'Mostly False',"January 22nd, 2019",1
4300,https://babylonbee.com/news/increasingly-secular-nation-replaces-outdated-religious-ideas-with-moral-judgments-end-times-prophecies,"Increasingly Secular Nation Replaces Outdated Religious Ideas With End Times Prophecies, Moral Judgments","January 22nd, 2019",1
4301,https://babylonbee.com/news/man-doing-his-part-for-kingdom-of-god-by-slaying-demons-in-doom,Man Doing His Part For Kingdom Of God By Slaying Hordes Of Demons In 'Doom',"January 22nd, 2019",1
4302,https://babylonbee.com/news/being-outraged-by-stupid-nonsense-replaces-baseball-as-national-pastime,Being Outraged By Stupid Nonsense Replaces Baseball As National Pastime,"January 22nd, 2019",1
4303,https://babylonbee.com/news/chip-joanna-gaines-hired-to-install-shiplap-on-border-wall,"Chip, Joanna Gaines Hired To Install Shiplap On Border Wall","January 21st, 2019",1
4304,https://babylonbee.com/news/press-that-incited-online-mob-against-teenagers-based-on-10-second-video-clip-unsure-why-some-people-call-them-fake-news,Press That Sicced Mob On Teenagers Based On 10-Second Video Clip Unsure Why Some People Call Them 'Fake News',"January 21st, 2019",1
4305,https://babylonbee.com/news/jordan-peterson-marie-kondo-to-host-new-show-get-your-bloody-darn-house-in-order,"Jordan Peterson, Marie Kondo To Host New Show 'Get Your Bloody Darn House In Order'","January 21st, 2019",1
4306,https://babylonbee.com/news/nation-shocked-to-learn-story-on-buzzfeed-may-not-have-been-100-factual,Nation Shocked To Learn Story On BuzzFeed May Not Have Been 100% Factual,"January 21st, 2019",1
4307,https://babylonbee.com/news/striking-blow-against-toxic-masculinity-man-graciously-allows-wife-to-shovel-driveway,"Striking Blow Against Toxic Masculinity, Man Graciously Allows Wife To Shovel Driveway","January 21st, 2019",1
4308,https://babylonbee.com/news/joel-osteen-rebukes-widow-for-only-putting-two-hundred-dollars-in-offering-plate,Joel Osteen Rebukes Local Widow For Only Putting Two Hundred Dollars In Offering Plate,"January 21st, 2019",1
4309,https://babylonbee.com/news/absolutely-nothing-happening-today-says-cnn-reporter-gesturing-toward-massive-crowd-at-march-for-life,"'Absolutely Nothing Happening Today,' Says CNN Reporter Gesturing Toward Massive Crowd At March For Life","January 18th, 2019",1
4310,https://babylonbee.com/news/nations-youth-groups-only-thing-keeping-laser-tag-industry-afloat,Nation's Youth Groups Only Thing Keeping Laser Tag Industry Afloat,"January 18th, 2019",1
4311,https://babylonbee.com/news/mans-entire-worldview-comes-crashing-down-after-progressive-reminds-him-its-the-current-year,Man's Entire Worldview Comes Crashing Down After Progressive Reminds Him It's The Current Year,"January 18th, 2019",1
4312,https://babylonbee.com/news/trump-threatens-to-cancel-pelosis-netflix-subscription,Trump Threatens To Cancel Pelosi's Netflix Subscription,"January 18th, 2019",1
4313,https://babylonbee.com/news/giuliani-opens-new-law-firm-that-guarantees-to-get-you-convicted-in-30-days-or-less,Giuliani Opens New Law Firm That Guarantees To Get You Convicted In 30 Days Or Less,"January 18th, 2019",1
4314,https://babylonbee.com/news/nation-worried-about-having-no-idea-whats-going-on-if-theres-no-state-of-the-union-address,Nation Worried About Having No Idea What's Going On If There's No State Of The Union Address,"January 18th, 2019",1
4315,https://babylonbee.com/news/report-economic-toll-of-government-shutdown-almost-as-bad-as-economic-toll-of-having-huge-government-in-first-place,Report: Economic Toll Of Government Shutdown Almost As Bad As Economic Toll Of Having A Bloated Federal Government In The First Place,"January 17th, 2019",1
4316,https://babylonbee.com/news/media-astonished-to-learn-christian-school-teaches-christian-beliefs,Media Astonished To Learn Christian School Teaches Christian Beliefs,"January 17th, 2019",1
4317,https://babylonbee.com/news/childrens-ministry-handbook-just-well-worn-copy-of-lord-of-the-flies,Children's Ministry Handbook Just Well-Worn Copy Of 'Lord Of The Flies',"January 17th, 2019",1
4318,https://babylonbee.com/news/trump-delivers-brief-state-of-the-union-via-twitter-everything-going-terrific,Trump Delivers Brief State Of The Union Via Twitter: 'Everything Going Terrific!',"January 17th, 2019",1
4319,https://babylonbee.com/news/homeschooled-kid-graduates-high-school-5-months-before-birth,Homeschooled Kid Graduates High School 5 Months Before Birth,"January 17th, 2019",1
4320,https://babylonbee.com/news/least-masculine-society-in-human-history-decides-masculinity-is-a-growing-threat,Least Masculine Society In Human History Decides Masculinity Is A Growing Threat,"January 17th, 2019",1
4321,https://babylonbee.com/news/poll-finds-most-people-ok-with-raising-taxes-on-other-people,Poll Finds Most People OK With Raising Taxes On Other People,"January 16th, 2019",1
4322,https://babylonbee.com/news/nations-atheists-standing-strong-despite-existence-of-bacon,Nation's Atheists Standing Strong Despite Existence Of Bacon,"January 16th, 2019",1
4323,https://babylonbee.com/news/trump-palin-ocasio-cortez-face-off-in-lowest-scoring-celebrity-jeopardy-episode-in-history,"Trump, Palin, Ocasio-Cortez Face Off In Lowest-Scoring 'Celebrity Jeopardy!' Episode In History","January 16th, 2019",1
4324,https://babylonbee.com/news/we-can-no-longer-tolerate-an-economic-system-where-the-rich-get-richer-and-the-poor-also-get-richer,Op-Ed: We Can No Longer Tolerate An Economic System Where The Rich Get Richer And The Poor Also Get Richer,"January 16th, 2019",1
4325,https://babylonbee.com/news/terrifying-new-escape-room-just-locks-you-in-a-church-meet-and-greet-time,Terrifying New Escape Room Just Locks You In A Church Meet-And-Greet Time,"January 16th, 2019",1
4326,https://babylonbee.com/news/cup-holders-at-church-way-too-small,Cup Holders At Church Way Too Small,"January 16th, 2019",1
4327,https://babylonbee.com/news/husband-with-mild-cold-bids-farewell-to-family-from-death-bed,Husband With Mild Cold Bids Farewell To Family From Deathbed,"January 16th, 2019",1
4328,https://babylonbee.com/news/unspeakably-evil-trump-feeds-kids,Unspeakably Evil: Trump Feeds Kids,"January 15th, 2019",1
4329,https://babylonbee.com/news/gillette-now-including-free-manly-side-bag-with-every-purchase,Gillette Now Including Free Manly Side Bag With Every Purchase,"January 15th, 2019",1
4330,https://babylonbee.com/news/there-is-no-border-crisis-says-jim-acosta-as-several-immigrants-fling-themselves-over-rio-grande-via-catapult,"'There Is No Border Crisis,' Says Jim Acosta As Several Immigrants Fling Themselves Over Rio Grande Via Catapult","January 15th, 2019",1
4331,https://babylonbee.com/news/breaking-family-with-young-children-manages-to-stay-healthy-for-full-day,Breaking: Family With Young Children Manages To Stay Healthy For Full Day,"January 15th, 2019",1
4332,https://babylonbee.com/news/church-politely-asks-worship-leader-to-stop-smashing-guitar-every-time-he-plays-reckless-love,Church Politely Asks Worship Leader To Stop Smashing Guitar Every Time He Plays 'Reckless Love',"January 15th, 2019",1
4333,https://babylonbee.com/news/trump-miraculously-feeds-multitudes-with-just-5-cheeseburgers-2-filet-o-fish-sandwiches,"Trump Miraculously Feeds Multitudes With Just 5 Quarter Pounders, 2 Filet-O-Fish Sandwiches","January 15th, 2019",1
4334,https://babylonbee.com/news/conservatives-selflessly-raise-12-billion-for-ginsburg-retirement-fund,Conservatives Selflessly Raise $12 Billion For Ginsburg Retirement Fund,"January 14th, 2019",1
4335,https://babylonbee.com/news/robert-jeffress-disappointed-to-learn-heavens-wall-wont-keep-out-democrats,Robert Jeffress Disappointed To Learn Heaven's Wall Won't Keep All Democrats Out,"January 14th, 2019",1
4336,https://babylonbee.com/news/are-you-suffering-from-toxic-masculinity-know-the-warning-signs,Are You Suffering From Toxic Masculinity? Know The Warning Signs,"January 14th, 2019",1
4337,https://babylonbee.com/news/ocasio-cortez-accuses-math-of-sexism,Ocasio-Cortez Accuses Math Of Sexism,"January 14th, 2019",1
4338,https://babylonbee.com/news/single-woman-running-out-of-viable-options-now-that-tebow-pratt-engaged,"Single Woman Running Out Of Realistic Options Now That Tebow, Pratt Both Off The Market","January 14th, 2019",1
4339,https://babylonbee.com/news/talking-in-movie-theaters-declared-to-be-an-abomination-unto-the-lord,Talking In Movie Theaters Declared To Be An Abomination Unto The Lord,"January 14th, 2019",1
4340,https://babylonbee.com/news/celebrities-should-stay-out-of-politics-says-man-with-framed-portrait-of-ronald-reagan,"'Celebrities Should Stay Out Of Politics,' Says Man With Framed Portrait Of Ronald Reagan","January 14th, 2019",1
4341,https://babylonbee.com/news/new-evidence-reveals-noah-had-regrets-about-letting-geese-board-ark,New Evidence Reveals Noah Immediately Regretted Letting Geese Board Ark,"January 11th, 2019",1
4342,https://babylonbee.com/news/to-prepare-for-the-worst-democrats-purchase-funeral-plot-for-ginsburg-on-ancient-indian-burial-ground,"To Prepare For The Worst, Democrats Purchase Funeral Plot For Ginsburg On Ancient Indian Burial Ground","January 11th, 2019",1
4343,https://babylonbee.com/news/satan-puts-finishing-touches-on-new-breed-of-cat,Satan Puts Finishing Touches On New Breed Of Cat,"January 11th, 2019",1
4344,https://babylonbee.com/news/andy-stanley-travels-back-to-15th-century-bc-to-destroy-ten-commandments-once-and-for-all,Andy Stanley Travels Back To 15th Century BC To Destroy Ten Commandments Once And For All,"January 11th, 2019",1
4345,https://babylonbee.com/news/title-of-star-wars-episode-ix-revealed-to-be-the-last-jedi-take-two,Title Of 'Star Wars: Episode IX' Revealed To Be 'The Last Jedi: Take Two',"January 11th, 2019",1
4346,https://babylonbee.com/news/disturbance-felt-across-country-as-millions-of-women-cry-out-at-once,Disturbance Felt Across Country As Millions Of Christian Women Cry Out At Once,"January 11th, 2019",1
4347,https://babylonbee.com/news/mobs-of-women-protest-nations-logging-companies-for-equal-work,Mobs Of Women Protest Nation's Logging Companies For Equal Work,"January 10th, 2019",1
4348,https://babylonbee.com/news/church-greeters-stationed-at-southern-border-to-deter-immigrants,Church Greeters Stationed At Southern Border To Deter Immigrants,"January 10th, 2019",1
4349,https://babylonbee.com/news/ron-swanson-teaches-seminar-on-biblical-manhood,Ron Swanson Teaches Seminar On Biblical Manhood,"January 10th, 2019",1
4350,https://babylonbee.com/news/christian-uses-konmari-method-while-studying-bible-to-remove-all-verses-that-dont-spark-joy,Christian Uses KonMari Method While Studying Bible To Remove All Verses That Don't Spark Joy,"January 10th, 2019",1
4351,https://babylonbee.com/news/trump-changes-official-white-house-font-to-comic-sans,Trump Changes Official White House Font To Comic Sans,"January 10th, 2019",1
4352,https://babylonbee.com/news/colorado-civil-rights-commission-updates-mission-statement-to-simply-read-destroy-jack-phillips,Colorado Civil Rights Commission Updates Mission Statement To Simply Read 'Destroy Jack Phillips',"January 10th, 2019",1
4353,https://babylonbee.com/news/heres-a-picture-of-all-the-women-who-have-no-access-to-healthcare-due-to-a-planned-parenthood-clinic-closure,Here's A Picture Of All The Women Who Have No Access To Healthcare Due To A Planned Parenthood Clinic Closure,"January 10th, 2019",1
4354,https://babylonbee.com/news/in-last-ditch-effort-to-save-company-sears-slashes-prices-to-just-40-more-than-amazon,"In Last-Ditch Effort To Save Company, Sears Slashes Prices To Just 40% More Than Amazon's","January 9th, 2019",1
4355,https://babylonbee.com/news/good-evening-says-president-trump-drawing-immediate-flurry-of-fact-checks,"'Good Evening,' Says President Trump, Drawing Immediate Flurry Of Fact Checks","January 9th, 2019",1
4356,https://babylonbee.com/news/nations-satan-worshipers-thankful-harry-potter-taking-the-heat-off-them-for-a-while,Nation's Actual Satan Worshipers Thankful That Harry Potter Been Taking The Heat Off Them For A While,"January 9th, 2019",1
4357,https://babylonbee.com/news/family-with-3-adopted-children-surprised-to-learn-they-only-care-about-the-unborn,Family With 3 Adopted Children Surprised To Learn They Only Care About The Unborn,"January 9th, 2019",1
4358,https://babylonbee.com/news/christian-just-voting-for-whichever-political-party-less-likely-to-make-his-faith-illegal,Christian Just Voting For Whichever Political Party Less Likely To Make His Faith Illegal One Day,"January 9th, 2019",1
4359,https://babylonbee.com/news/anti-wall-extremist-the-kool-aid-man-leads-campaign-against-trump,Anti-Wall Extremist The Kool-Aid Man Leads Campaign Against Trump,"January 9th, 2019",1
4360,https://babylonbee.com/news/sarah-sanders-claims-border-patrol-has-captured-entire-army-of-orcs-attempting-to-cross-into-us,Sarah Sanders Claims Border Patrol Has Captured Entire Army Of Orcs Attempting To Cross Into US,"January 8th, 2019",1
4361,https://babylonbee.com/news/planned-parenthood-website-returning-666-error,Planned Parenthood Website Currently Displaying 666 Error,"January 8th, 2019",1
4362,https://babylonbee.com/news/amazing-poll-finds-0-of-christian-men-are-addicted-to-porn,Amazing: Poll Finds 0% Of Christian Men Are Addicted To Porn,"January 8th, 2019",1
4363,https://babylonbee.com/news/boy-discovers-narnia-leaves-negative-yelp-review,"Boy Discovers Wondrous Land Of Narnia, Leaves Negative Yelp Review","January 8th, 2019",1
4364,https://babylonbee.com/news/trump-declares-national-emergency-as-ice-cream-machine-at-mcdonalds-breaks,Trump Declares National Emergency After McDonald's Ice Cream Machine Breaks Again,"January 8th, 2019",1
4365,https://babylonbee.com/news/with-government-shut-down-citizens-forced-to-interfere-in-their-own-lives,"With Government Shut Down, Citizens Forced To Interfere In Their Own Lives","January 8th, 2019",1
4366,https://babylonbee.com/news/80-of-news-feed-utterly-incomprehensible-to-man-who-doesnt-follow-sports,80% Of News Feed Utterly Incomprehensible To Man Who Doesn't Follow Sports,"January 7th, 2019",1
4367,https://babylonbee.com/news/it-is-more-important-to-be-morally-right-than-factually-correct-says-woman-who-is-neither,"'It Is More Important To Be Morally Right Than Factually Correct,' Says Woman Who Is Neither","January 7th, 2019",1
4368,https://babylonbee.com/news/peter-jackson-announces-epic-trilogy-adapting-john-1135,Peter Jackson Announces Epic Trilogy Adapting John 11:35,"January 7th, 2019",1
4369,https://babylonbee.com/news/steve-carell-accepts-golden-globe-for-outstanding-work-in-reaction-gifs,Steve Carell Accepts Lifetime Achievement Award For Outstanding Work In Reaction GIFs,"January 7th, 2019",1
4370,https://babylonbee.com/news/video-leaked-of-mike-pence-dancing-in-high-school,Scandal After High School Video Of Mike Pence Dancing Surfaces,"January 7th, 2019",1
4371,https://babylonbee.com/news/report-louis-farrakhan-wont-rule-out-2020-run,Report: Louis Farrakhan Won't Rule Out 2020 Run,"January 7th, 2019",1
4372,https://babylonbee.com/news/christian-loves-his-enemies-also-wishes-swift-death-upon-ruth-bader-ginsburg,"Christian Loves His Enemies, Also Wishes Swift Death Upon Ruth Bader Ginsburg","January 7th, 2019",1
4373,https://babylonbee.com/news/absentminded-kjv-only-believer-still-writing-the-date-as-1611,Absentminded KJV-Only Believer Still Writing The Date As 1611,"January 7th, 2019",1
4374,https://babylonbee.com/news/report-all-play-doh-gifted-on-christmas-already-dried-up-and-stuck-to-carpet,Report: Every Last Ounce Of Play-Doh Gifted On Christmas Already Dried Up And Stuck To Carpet,"January 4th, 2019",1
4375,https://babylonbee.com/news/arminian-temptress-convinces-calvinist-to-shave-his-beard,Arminian Temptress Convinces Calvinist To Shave His Beard,"January 4th, 2019",1
4376,https://babylonbee.com/news/immigrant-from-asgard-only-one-found-worthy-to-wield-congressional-gavel,Asgardian Immigrant Only One Found Worthy Of Wielding Congressional Gavel,"January 4th, 2019",1
4377,https://babylonbee.com/news/franklin-graham-pushes-through-crowd-in-attempt-to-touch-hem-of-trumps-garment,Franklin Graham Pushes Through Crowd In Attempt To Touch Hem Of Trump's Garment,"January 4th, 2019",1
4378,https://babylonbee.com/news/nation-accused-of-sexism-for-rejecting-cruella-de-vil-as-presidential-candidate,Nation Accused Of Sexism For Rejecting Successful Businesswoman Cruella De Vil As Presidential Candidate,"January 4th, 2019",1
4379,https://babylonbee.com/news/sad-this-girl-tried-to-become-a-proverbs-31-woman-but-now-she-doesnt-know-what-to-do-with-all-this-flax,"Sad: This Girl Tried To Become A Proverbs 31 Woman, But Now She Doesn't Know What To Do With All This Flax","January 3rd, 2019",1
4380,https://babylonbee.com/news/democrats-vow-to-somehow-surpass-republicans-in-messing-everything-up,Democrats Vow To Somehow Surpass Republicans In Messing Everything Up,"January 3rd, 2019",1
4381,https://babylonbee.com/news/ultra-spiritual-christian-reminds-followers-that-gods-kingdom-never-has-a-government-shutdown,Ultra-Spiritual Christian Reminds Followers That God's Kingdom Never Has A Government Shutdown,"January 3rd, 2019",1
4382,https://babylonbee.com/news/progressive-enjoying-tv-show-shell-denounce-as-extremely-problematic-within-five-years,Progressive Enjoying TV Show She'll Denounce As 'Extremely Problematic' Within Five Years,"January 3rd, 2019",1
4383,https://babylonbee.com/news/more-bison-looking-for-work-as-yellowstone-park-closed-for-government-shutdown,More Bison Looking For Work As Yellowstone Park Closed For Government Shutdown,"January 3rd, 2019",1
4384,https://babylonbee.com/news/confirmed-people-who-comment-first-shall-be-last-in-kingdom-of-heaven,Confirmed: People Who Comment 'First!' Shall Be Last In Kingdom Of Heaven,"January 3rd, 2019",1
4385,https://babylonbee.com/news/in-order-to-congratulate-her-on-running-for-president-hillary-clinton-invites-elizabeth-warren-to-remote-location-with-no-witnesses,Hillary Clinton Invites Elizabeth Warren To Remote Location With No Witnesses In Order To Congratulate Her On Running For President,"January 2nd, 2019",1
4386,https://babylonbee.com/news/mpaa-orders-trigger-warning-to-be-displayed-before-all-chris-pratt-films,MPAA Orders Trigger Warning To Be Displayed Before All Chris Pratt Films,"January 2nd, 2019",1
4387,https://babylonbee.com/news/ocasio-cortez-claims-she-grew-up-on-the-hard-knock-streets-of-mos-eisley,Ocasio-Cortez Continues To Claim She Grew Up On The Hard-Knock Streets Of Mos Eisley,"January 2nd, 2019",1
4388,https://babylonbee.com/news/local-man-sets-more-realistic-goal-of-reading-bible-until-he-gets-to-leviticus,Local Man Sets More Realistic Goal Of Reading Bible Until He Gets To Leviticus,"January 2nd, 2019",1
4389,https://babylonbee.com/news/follower-of-joseph-smith-urges-nation-to-reject-morally-flawed-leaders,Follower Of Joseph Smith Urges Nation To Reject Morally Flawed Leaders,"January 2nd, 2019",1
4390,https://babylonbee.com/news/opinion-trump-is-doing-the-right-thing-but-hes-still-doing-it-as-trump-which-makes-it-bad,"Opinion: Trump Is Doing The Right Thing, But He’s Doing It As Trump, Which Means It’s Still Bad","January 2nd, 2019",1
4391,https://babylonbee.com/news/local-calvinist-resolves-to-do-whatever-the-lords-sovereign-will-has-decreed-for-him-this-year,Local Calvinist Resolves To Do Whatever The Sovereign Lord's Eternal Decree Has In Store For Him This Year,"January 1st, 2019",1
4392,https://babylonbee.com/news/nations-fathers-engage-in-time-honored-ritual-of-telling-their-kids-they-havent-seen-them-since-last-year,Nation's Fathers Engage In Time-Honored Ritual Of Telling Their Kids They Haven't Seen Them Since Last Year,"January 1st, 2019",1
4393,https://babylonbee.com/news/new-evidence-suggests-all-psalms-were-set-to-same-four-chords,New Evidence Suggests All Psalms Were Set To Same Four Chords,"December 28th, 2018",1
4394,https://babylonbee.com/news/grinch-arrives-to-steal-familys-christmas-decorations-finds-local-mother-has-already-taken-them-down,"Grinch Arrives To Steal Family's Christmas Decorations, Finds Local Mother Has Already Taken Them Down","December 28th, 2018",1
4395,https://babylonbee.com/news/nations-churches-announce-plan-to-continue-ignoring-mental-health-issues,Nation's Churches Announce Plan To Continue Ignoring Mental Health Issues,"December 27th, 2018",1
4396,https://babylonbee.com/news/man-forced-to-fire-son-from-lego-assembly-team,Man Forced To Fire Own Son From Lego Assembly Team,"December 27th, 2018",1
4397,https://babylonbee.com/news/intrigued-trump-grills-7-year-old-on-building-walls-in-minecraft,Intrigued Trump Grills 7-Year-Old On Wall-Building Process In 'Minecraft',"December 26th, 2018",1
4398,https://babylonbee.com/news/waiting-period-mandated-for-nerf-gun-purchases,Waiting Period Mandated For Nerf Gun Purchases,"December 24th, 2018",1
4399,https://babylonbee.com/news/christian-judges-other-believers-for-being-too-judgmental,Christian Passes Judgment On Other Christians For Being Too Judgmental,"December 21st, 2018",1
4400,https://babylonbee.com/news/trumpy-bear-selected-as-new-secretary-of-defense,Trumpy Bear Selected As New Secretary Of Defense,"December 21st, 2018",1
4401,https://babylonbee.com/news/mueller-orders-trump-to-sit-on-scale-to-see-if-he-weighs-the-same-as-a-duck,Mueller Orders Trump To Sit On Scale To See If He Weighs The Same As A Duck,"December 21st, 2018",1
4402,https://babylonbee.com/news/csi-launches-spinoff-where-people-just-dig-through-old-tweets,'CSI' Launches Spinoff Where People Just Dig Through Old Tweets,"December 21st, 2018",1
4403,https://babylonbee.com/news/homeowner-deters-package-thieves-by-leaving-paul-washer-in-box-on-porch,Homeowner Deters Package Thieves By Leaving Paul Washer In Box On Porch,"December 21st, 2018",1
4404,https://babylonbee.com/news/campaign-to-build-wall-out-of-old-copies-of-left-behind-raises-7-million,Campaign To Build Border Wall Out Of Old 'Left Behind' Books Raises $7 Million,"December 20th, 2018",1
4405,https://babylonbee.com/news/mattel-unveils-barbie-polygamy-edition,Mattel Unveils Barbie: Polygamy Edition,"December 20th, 2018",1
4406,https://babylonbee.com/news/disappointed-soldier-was-looking-forward-to-hanging-out-in-syria-for-another-20-30-years,"Disappointed Soldier Was Looking Forward To Hanging Out In Syria For Another 20, 30 Years","December 20th, 2018",1
4407,https://babylonbee.com/news/braveheart-to-get-all-female-reboot-starring-lena-dunham,'Braveheart' To Get All-Female Reboot Starring Lena Dunham,"December 20th, 2018",1
4408,https://babylonbee.com/news/if-anyone-would-follow-christ-let-him-deny-himself-take-up-his-cross-and-also-buy-his-wife-a-200000-lamborghini,"If Anyone Would Follow Christ, Let Him Deny Himself, Take Up His Cross, And Also Buy His Wife A $200,000 Lamborghini","December 20th, 2018",1
4409,https://babylonbee.com/news/historians-ananias-sapphira-actually-slain-for-bringing-package-of-donettes-to-church-in-lieu-of-real-donuts,"Historians: Ananias, Sapphira Actually Slain For Bringing Package Of Donettes To Church In Lieu Of Real Donuts","December 20th, 2018",1
4410,https://babylonbee.com/news/woman-demolishes-every-wall-in-her-house-after-catching-few-minutes-of-fixer-upper,Woman Demolishes Every Wall In Her House After Catching Few Minutes Of 'Fixer Upper',"December 19th, 2018",1
4411,https://babylonbee.com/news/tragic-every-single-bump-stock-in-nation-suddenly-lost-in-boating-accident,Tragic: Every Single AR-15 In Nation Suddenly Lost In Boating Accident,"December 19th, 2018",1
4412,https://babylonbee.com/news/sodom-gomorrah-wondering-why-america-hasnt-been-obliterated-yet,"Sodom, Gomorrah Wondering Why America Hasn't Been Obliterated Yet","December 19th, 2018",1
4413,https://babylonbee.com/news/trump-criticized-for-breaking-longstanding-american-tradition-of-remaining-in-middle-eastern-countries-indefinitely,Trump Criticized For Breaking With Longstanding American Tradition Of Remaining In Middle Eastern Countries Indefinitely,"December 19th, 2018",1
4414,https://babylonbee.com/news/report-imprisoned-chinese-christians-maintaining-faith-by-secretly-reading-smuggled-tattered-copy-of-your-best-life-now,"Report: Imprisoned Chinese Christians Maintaining Faith By Secretly Reading Smuggled, Tattered Copy Of 'Your Best Life Now'","December 19th, 2018",1
4415,https://babylonbee.com/news/infographic-how-to-win-the-war-on-christmas,Infographic: How To Win The War On Christmas,"December 19th, 2018",1
4416,https://babylonbee.com/news/comprehensive-list-of-all-important-services-youll-lose-in-a-government-shutdown,We've Compiled A Comprehensive List Of All Essential Services You'll Lose In A Government Shutdown,"December 18th, 2018",1
4417,https://babylonbee.com/news/miss-universe-pageant-embroiled-in-controversy-after-all-losers-identify-as-winners,Miss Universe Pageant Embroiled In Controversy As All Losers Identify As Winners,"December 18th, 2018",1
4418,https://babylonbee.com/news/mall-santa-arrested-for-punching-man-who-denied-divinity-of-christ,Mall Santa Arrested For Punching Man Who Denied Divinity Of Christ,"December 18th, 2018",1
4419,https://babylonbee.com/news/trump-clarifies-border-wall-was-actually-just-a-metaphor-for-love,Trump Clarifies Border Wall Was Actually Just A Metaphor For Love,"December 18th, 2018",1
4420,https://babylonbee.com/news/father-lectures-fortnite-addicted-son-on-need-to-play-better-games,Father Lectures 'Fortnite'-Addicted Son On Need To Play Better Games,"December 18th, 2018",1
4421,https://babylonbee.com/news/scholars-sing-to-the-lord-a-new-song-better-translated-sing-to-the-lord-an-old-song-with-a-really-cool-bridge,Scholars: 'Sing To The Lord A New Song' Better Translated 'Sing To The Lord An Old Song With A Really Cool Bridge',"December 18th, 2018",1
4422,https://babylonbee.com/news/death-panel-orders-life-support-removed-from-obamacare,Death Panel Orders Life Support Removed From Obamacare,"December 18th, 2018",1
4423,https://babylonbee.com/news/new-evidence-suggests-mary-joseph-watched-die-hard-on-first-christmas-night,"New Evidence Suggests Mary, Joseph Watched 'Die Hard' On First Christmas Night","December 17th, 2018",1
4424,https://babylonbee.com/news/man-really-stressed-out-by-all-the-christmas-shopping-his-wife-still-has-to-do,Man Really Stressed Out By All The Christmas Shopping His Wife Still Has To Do,"December 17th, 2018",1
4425,https://babylonbee.com/news/california-considering-tax-on-breathing,California Considering Tax On Breathing,"December 17th, 2018",1
4426,https://babylonbee.com/news/boomer-criticizes-millennials-for-constantly-craving-recognition-attention-food-shelter,"Boomer Criticizes Millennials For Constantly Craving Recognition, Attention, Food, Shelter","December 17th, 2018",1
4427,https://babylonbee.com/news/libertarian-writes-letter-to-santa-asking-for-government-shutdown-this-year,Libertarian Writes Letter To Santa Asking For Government Shutdown This Year,"December 17th, 2018",1
4428,https://babylonbee.com/news/kid-enjoys-relaxing-sunday-afternoon-waiting-for-parents-to-finish-after-church-small-talk,Kid Enjoys Relaxing Sunday Afternoon Waiting For Parents To Finish After-Church Small Talk,"December 17th, 2018",1
4429,https://babylonbee.com/news/beware-of-trump-keep-out-signs-placed-along-border,'Beware Of Trump: Keep Out' Signs Placed Along Border,"December 17th, 2018",1
